post_query,message_channel_name,message_channel_title,post_id,message_chat_id,message_user_id,post_published_at,post_description,post_validation_status,post_url,caption,message_views_count,post_shares_count,message_reactions,message_reply_to,message_entities,message_has_photo,message_has_video,message_has_document,post_author_username,message_edit_date,message_media_group_id
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1596,1274109799,-1001274109799,2026-03-02T13:13:40Z,[Estamos no ar] Estreia gratuita https://www.youtube.com/watch?v=zOGOv6KhOSA  A transmissão gratuita do Congresso Bitcoin já está rolando.  Corre para não perder! https://www.youtube.com/watch?v=zOGOv6KhOSA,VALID,https://t.me/reginaldolopesmg/1596,,8,0,,,,FALSE,TRUE,TRUE,,2026-03-02T13:13:43Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2146,1836179765,-1001836179765,2026-03-08T00:25:00Z,[Prefácio de Flávio Bolsonaro para livro de Sun Tzu revela seu projeto para o Brasil](https://www.intercept.com.br/2026/03/03/flavio-bolsonaro-prefacio-sun-tzu/)  Por @TheInterceptBr,VALID,https://t.me/oreinaldoazevedo/2146,,233,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,[<telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E08890>],TRUE,FALSE,FALSE,,2026-03-08T02:14:40Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2145,1836179765,-1001836179765,2026-03-06T20:48:27Z,@KimKataguiri acessa os documentos do Daniel Vorcaro,VALID,https://t.me/oreinaldoazevedo/2145,,277,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,[<telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E08530>],TRUE,FALSE,FALSE,,2026-03-06T20:49:00Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2141,1836179765,-1001836179765,2026-03-05T15:34:14Z,"**__'Cada dia parece um mês'__** 🇮🇷🇺🇸🇮🇱 **t.me/bbcbrasil**  __""O número de explosões, a destruição, o que está acontecendo... é inacreditável"",__ diz Salar, cujo nome foi alterado por questões de segurança.  A capital do Irã, Teerã, está sob forte ataque desde que os bombardeios começaram no sábado (28/2), enquanto Estados Unidos e Israel miram instalações militares e ligadas ao poder político em uma tentativa de enfraquecer o regime islâmico.  **Na reportagem, moradores falam de como é viver sob ataques que, segundo autoridades iranianas, já mataram mais de 160 pessoas, incluindo crianças, de uma escola para meninas que atingida na cidade de Minab **👉https://bbc.in/4aT0vGZ",VALID,https://t.me/oreinaldoazevedo/2141,,262,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,[<telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E095E0>],TRUE,FALSE,FALSE,,2026-03-05T15:41:15Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2140,1836179765,-1001836179765,2026-03-05T13:37:58Z,"**__'Estamos nos preparando há 47 anos'__**🇮🇷🇺🇸 **t.me/bbcbrasil**  Grupos curdos iranianos de oposição, exilados no norte do Iraque, disseram à BBC que têm planos de cruzar a fronteira — planos de décadas —, mas negam categoricamente as alegações de que seus combatentes já tenham feito isso.  ""Nós estamos nos preparando para isso há 47 anos, desde a era da Revolução Islâmica (no Irã, em 1979)"", disse Hana Yazdanpana, do Partido da Liberdade do Curdistão (PAK), que afirma ter a maior força armada desse grupo.  **Leia o que Yazdanpana disse à BBC, destacando que ""ninguém se mexe sozinho"" e que os combatentes esperam os EUA abrirem o caminho**  👉https://bbc.in/4ulBHPB",VALID,https://t.me/oreinaldoazevedo/2140,,249,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,[<telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E0A8D0>],TRUE,FALSE,FALSE,,2026-03-05T14:00:00Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2138,1836179765,-1001836179765,2026-03-04T15:33:04Z,"**__'Intimidade devassada' __**🏦🇧🇷 **t.me/bbcbrasil**  Mensagens e documentos obtidos pela CPMI (Comissão Parlamentar Mista de Inquérito) do INSS fizeram Brasília prender o fôlego na quinta-feira (5/3) ao revelar as relações próximas que Daniel Vorcaro mantinha com autoridades e políticos.  Mas, além das teias do banqueiro no poder, as trocas de mensagens e informações às quais a BBC News Brasil teve acesso mostram o estilo de vida nababesco que ele e sua família levavam, com viagens, passeios, jantares e festas luxuosas.  À emissora CNN Brasil, o advogado Roberto Podval reclamou do envio das conversas à CPI: ""Toda a intimidade do Vorcaro e de muitos outros está sendo devassada"", afirmou. ** Leia como foi a festa de aniversário de sua filha em 2021, na qual o banqueiro desembolsou US$ 976 mil — o equivalente a R$ 5 milhões na época** 👉https://bbc.in/4aVR8WU",VALID,https://t.me/oreinaldoazevedo/2138,,264,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,[<telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E0AC30>],TRUE,FALSE,FALSE,,2026-03-04T15:41:40Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2137,1836179765,-1001836179765,2026-03-04T12:37:01Z,"**__'O Irã cruzou todas as linhas vermelhas':__ países do Golfo Pérsico avaliam como reagir aos ataques 'traidores' do Irã**🇮🇷 **t.me/bbcbrasil**  Os países do Golfo Pérsico se viram na linha de frente da nova guerra do Oriente Médio e não estão gostando nada disso.  O Irã retaliou aos ataques aéreos dos Estados Unidos e de Israel disparando centenas de mísseis e drones contra seus vizinhos árabes — visando bases militares americanas em seus territórios, mas também infraestrutura civil e energética.  Ao fazer isso, o Irã ataca a imagem do Golfo como um centro seguro e próspero para viagens, turismo e finanças, além de interromper a indústria de petróleo e gás, que é fundamental para a região.  **Leia mais sobre os riscos dos países do Golfo serem arrastados para a guerra pelo que chamaram de ataques iranianos ""traiçoeiros"" ** 👉https://bbc.in/4092jp5",VALID,https://t.me/oreinaldoazevedo/2137,,270,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,[<telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E0BE90>],TRUE,FALSE,FALSE,,2026-03-04T13:40:14Z,
canal:manudavila,manudavila,Manuela d'Ávila,2130,1313121070,-1001313121070,2026-03-08T11:23:33Z,"**__'Os mais sábios entre estudiosos'__**🇮🇷☪️ **t.me/bbcbrasil**  Antes de mais nada, um esclarecimento necessário: aiatolá, por si só, não implica em cargo político. Dentro da vertente xiita do islã — ramo da religião seguido por cerca de 16% dos muçulmanos —, a denominação é um título honorífico reservado aos religiosos vistos como os mais sábios, os mais qualificados.  ""São os estudiosos que alcançam o nível máximo de estudo"", define o orientador religioso e tradutor Nasser Khazraji, diretor do Centro Islâmico no Brasil - Arresala.  **Entenda de onde vem a palavra e saiba como eles chegaram ao poder no Irã **👉https://bbc.in/4l6hn05",VALID,https://t.me/manudavila/2130,,258,6,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=10, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4E09850>],FALSE,FALSE,FALSE,,2026-03-08T11:30:49Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4895,1004002721,-1001004002721,2026-03-08T21:04:17Z,"**__'Pânico e desespero'__ em Dubai e Abu Dhabi **⚠️🌆 **t.me/bbcbrasil**  Até poucos dias atrás, as imagens de drones interceptados no céu, destroços caindo na rua e prédios pegando fogo estavam fora do radar de quem vive e visita algumas das cidades mais prósperas do Oriente Médio, como Dubai e Abu Dhabi, nos Emirados Árabes Unidos, e Doha, no Catar.  Mas tudo isso passou a ser realidade desde o sábado (28/2), quando os EUA e Israel realizaram ataques contra o Irã, matando o líder supremo do país, o aiatolá Ali Khamenei.  Os iranianos revidaram, atingindo não só o território israelense e militares americanos, mas também alvos nos Emirados Árabes, no Catar, no Bahrein, no Kuwait, em Omã, no Iraque e na Jordânia.  **Leia por que esses países se tornaram alvo dos ataques porque possuem bases ou presença militar americana **👉 https://bbc.in/3MHP3ES",VALID,https://t.me/bbcbrasil/4895,,968,6,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤯'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=8, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=3, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,"[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4E08CE0>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E086B0>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E095B0>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E08680>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E08B60>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E08050>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E084A0>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E08140>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E089B0>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E09520>]",FALSE,TRUE,TRUE,,2026-03-08T21:08:09Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4894,1004002721,-1001004002721,2026-03-08T15:00:57Z,"**__'Possível prática dos crimes de ameaça, corrupção, lavagem de dinheiro'__ **⚖️🏦 **t.me/bbcbrasil**  O banqueiro Daniel Vorcaro, dono do Banco Master, voltou a ser preso nesta quarta-feira (4/3) pela Polícia Federal (PF) em São Paulo em nova fase da operação Compilance Zero, que apura suspeitas de fraude na instituição financeira.  Em nota, a PF afirmou que estão sendo cumpridos 4 mandados de prisão preventiva e 15 mandados de busca e apreensão na manhã desta quarta, por determinação do Supremo Tribunal Federal (STF).  **Leia mais sobre a investigação sobre ""a possível prática dos crimes de ameaça, corrupção, lavagem de dinheiro e invasão de dispositivos informáticos, praticados por organização criminosa"" ** 👉https://bbc.in/4rORDbr",VALID,https://t.me/bbcbrasil/4894,,1327,9,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=18, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,"[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4E0A870>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E0ABA0>]",TRUE,FALSE,FALSE,,2026-03-08T15:01:38Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4893,1004002721,-1001004002721,2026-03-08T11:02:10Z,"**__'Quebrar todos os dentes__**'⚖️🏦🇧🇷 **t.me/bbcbrasil**   A Polícia Federal deflagrou nesta quarta-feira (4/3) a terceira fase da operação Compliance Zero, que investiga fraudes ao sistema financeiro nacional supostamente praticadas pelo banqueiro Daniel Vorcaro, do Banco Master.  No momento, um dos focos principais é o desmantelamento de um suposto grupo liderado por Vorcaro para monitorar e ameaçar adversários empresariais, ex-funcionários e jornalistas.  Vorcaro voltou a negar todas as acusações.  **Entenda por que, para a PF, o grupo atuaria como uma ""milícia privada"" a serviço do banqueiro** 👉https://bbc.in/4rPHkE1",VALID,https://t.me/bbcbrasil/4893,,1446,9,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=13, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=11, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=5, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4E0A9F0>],FALSE,TRUE,TRUE,,2026-03-08T11:04:47Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4892,1004002721,-1001004002721,2026-03-07T21:04:52Z,"**__'Símbolo de um padrão maior'__**🇳🇿🧠 **t.me/bbcbrasil**  Nos últimos anos, o número de cidadãos da Nova Zelândia que abandonam este país da Oceania bateu recordes. Grande parte deles ""atravessa o estreito"" (uma distância de cerca 1,5 mil km) para ir morar na Austrália.  A ex-primeira-ministra neozelandesa Jacinda Ardern (2017-2023) se tornou uma das últimas a reforçar o êxodo. Ela e a família se mudaram para Sydney, na Austrália, onde já foram vistos buscando residência nas populares praias do norte da cidade.  Saiba por que os melhores e mais brilhantes cidadãos neozelandeses, como Ardern, estão cada vez mais deixando o país 👉https://bbc.in/4l6poSZ",VALID,https://t.me/bbcbrasil/4892,,1795,10,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=23, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=18, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,"[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4A6F200>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4A6D1C0>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E25910>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E24230>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E25250>]",FALSE,TRUE,TRUE,,2026-03-07T21:05:34Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4891,1004002721,-1001004002721,2026-03-07T15:04:22Z,"**__""É um crime cometido na intimidade"" __**🗣️⚠️ **t.me/bbcbrasil**  Em 2021, a jornalista Adriana Negreiros rompeu um silêncio ao publicar A vida nunca mais será a mesma. No livro, narra em primeira pessoa o trauma da violência sexual e analisa como ela se estrutura no Brasil.  Dezoito anos antes, em maio de 2003, ela foi vítima de um estupro durante um sequestro-relâmpago ao sair do Shopping Eldorado, na zona oeste de São Paulo.  __""Meu caso, em que fui atacada por uma pessoa que eu nunca tinha visto, no estacionamento de um shopping center, e levada de fato para um lugar escuro, é muito atípico"", diz. ""É um crime muito cometido na intimidade, por pessoas do círculo de confiança da vítima.""  __**Leia a entrevista completa**__ 👉____https://bbc.in/4rS5Dks__",VALID,https://t.me/bbcbrasil/4891,,1943,20,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=14, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=8, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤯'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,"[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4E245C0>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E24890>]",TRUE,FALSE,FALSE,,2026-03-07T15:10:06Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4890,1004002721,-1001004002721,2026-03-07T11:04:08Z,"**__""Estrutura de vigilância e coerção privada""__** ⛓️‍💥🇧🇷 **t.me/bbcbrasil**  Suspeito de integrar uma 'milícia pessoal' do banqueiro Daniel Vorcaro, do Banco Master, Luiz Phillipi Machado de Moraes Mourão foi preso pela Polícia Federal nesta quarta-feira (4/3), em Minas Gerais, em uma nova fase da operação Compliance Zero, que apura suspeitas de fraude na instituição financeira.  O acusado aparecia nos documentos da PF com o codinome de ""sicário"" — pistoleiro em espanhol — e era descrito como integrante de um suposto grupo liderado por Vorcaro para monitorar e ameaçar adversários empresariais, ex-funcionários e jornalistas.  ** Leia como, horas após ser preso, Mourão teria tentado se matar na Superintendência Regional da Polícia Federal** 👉https://bbc.in/4bqe6FK",VALID,https://t.me/bbcbrasil/4890,,1874,11,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=37, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,"[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4E25EB0>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E27AA0>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E26CC0>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E273B0>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E26F90>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E25F40>]",FALSE,TRUE,TRUE,,2026-03-07T11:07:49Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4889,1004002721,-1001004002721,2026-03-06T19:04:52Z,"**‘Caso Master expõe promiscuidade entre público e privado’, diz professora da FGV** https://iclnoticias.com.br/economia/caso-master-professora-da-fgv/",VALID,https://t.me/bbcbrasil/4889,,2189,10,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=19, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤯'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😢'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,"[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4E25C40>, <telethon.tl.types.MessageEntityItalic object at 0x000001BAB4E26840>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E25100>, <telethon.tl.types.MessageEntityBold object at 0x000001BAB4E24080>, <telethon.tl.types.MessageEntityBold object at 0x000001BAB4E25F10>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E26450>]",TRUE,FALSE,FALSE,,2026-03-06T19:06:16Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4888,1004002721,-1001004002721,2026-03-06T17:01:21Z,"**‘Cláudio Castro vai ser preso’, afirma Lindbergh sobre escândalo do Master** https://iclnoticias.com.br/preso-governador-rio-lindbergh-castro-master/",VALID,https://t.me/bbcbrasil/4888,,2050,7,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=20, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=7, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,"[<telethon.tl.types.MessageEntityBold object at 0x000001BAB4E26540>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E260F0>, <telethon.tl.types.MessageEntityBold object at 0x000001BAB4E25FA0>, <telethon.tl.types.MessageEntityBold object at 0x000001BAB4E26150>, <telethon.tl.types.MessageEntityHashtag object at 0x000001BAB4E242F0>, <telethon.tl.types.MessageEntityUrl object at 0x000001BAB4E269C0>]",TRUE,FALSE,FALSE,,2026-03-06T17:01:45Z,
