post_query,message_channel_name,channel_title,post_id,telegram_post_id,message_user_id,date,text,post_validation_status,post_url,caption,message_views_count,message_forwards,message_reactions,message_reply_to,forward_from,message_entities,message_has_photo,message_has_video,message_has_document,post_author,message_edit_date,message_media_group_id
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1567,1274109799,-1001274109799,2026-02-10T19:10:37Z,"46 anos de história que mudaram a vida de milhões de brasileiros. ⭐  O PT nasceu para defender quem trabalha, quem luta, quem nunca teve vez. E transformou isso em realidade: mais direitos, mais educação, mais comida na mesa, mais oportunidades.  Hoje seguimos com o mesmo compromisso: combater desigualdades, fortalecer a democracia, garantir justiça social e colocar mais dinheiro no bolso do povo, com crescimento, reforma tributária justa e valorização do trabalho.  Nossa estrela continua apontando o caminho. Porque o Brasil que a gente acredita é possível. E a gente constrói juntos. 💜🇧🇷  Viva o Partido dos Trabalhadores e das Trabalhadoras! #PT46Anos",FLAGGED,https://t.me/reginaldolopesmg/1567,,7,0,,,,[<telethon.tl.types.MessageEntityHashtag object at 0x0000021D392BDED0>],TRUE,FALSE,FALSE,,2026-02-10T19:10:40Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1568,1274109799,-1001274109799,2026-02-11T13:19:41Z,"Em Alfenas, no nosso encontro regional ao lado do deputado Luizinho, falamos das entregas que já estão fazendo diferença na vida das pessoas:  - Reforço no financiamento da saúde do município - Ampliação de serviços que estavam sendo prestados sem o devido custeio - Fortalecimento da Santa Casa - Articulação para trazer um campus do Instituto Federal para a região  Isso significa mais atendimento, menos espera e mais cuidado perto de casa. Também representa mais educação tecnológica e formação profissional conectada com as vocações econômicas locais. Educação gera emprego. Emprego gera desenvolvimento.  Mas sabemos que o desafio não é só criar vagas. É aumentar o poder de compra das pessoas. O trabalhador quer viver melhor. Quer pagar suas contas e ainda ter dignidade para cuidar da família.   Minas tem força. Alfenas tem potencial. E quando a política trabalha junto, quem ganha é o povo.   Vamos juntos. 💜 📍Reginaldo Lopes presta contas – Sul de Minas",FLAGGED,https://t.me/reginaldolopesmg/1568,,6,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,,FALSE,TRUE,TRUE,,2026-02-11T14:10:44Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1569,1274109799,-1001274109799,2026-02-11T16:27:40Z,Menos horas. Mesmo salário!,FLAGGED,https://t.me/reginaldolopesmg/1569,,7,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,,TRUE,FALSE,FALSE,,2026-02-11T16:59:07Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1570,1274109799,-1001274109799,2026-02-11T20:43:53Z,"Estou otimista. Vamos votar a redução da jornada de trabalho e o fim da escala 6x1 na Câmara e aprovar essa mudança. O Parlamento está sensível ao pedido das ruas e dos trabalhadores por mais direitos e mais qualidade de vida.  A escala 6x1 virou a escravidão moderna do século 21. O trabalhador precisa de tempo para viver, resolver seus problemas, acompanhar os filhos, cuidar da saúde. Trabalhar é essencial. Viver também é.  E não é uma pauta irresponsável. Estudo do Ipea mostra que o mercado de trabalho pode absorver a redução da jornada para 40 horas semanais. O impacto nos grandes setores da economia seria inferior a 1% do custo operacional. Algo semelhante ao que já ocorreu em reajustes históricos do salário mínimo, que NÃO destruíram empregos.  É claro que pequenas empresas e alguns setores de serviços precisarão de uma transição responsável. E é para isso que serve a política: organizar a mudança com diálogo e equilíbrio.  O Brasil precisa crescer, distribuir renda e respeitar quem trabalha.",FLAGGED,https://t.me/reginaldolopesmg/1570,,8,0,,,,,FALSE,TRUE,TRUE,,2026-02-11T20:43:57Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1571,1274109799,-1001274109799,2026-02-12T14:46:57Z,A luta agora é pelo fim da escala 6x1! ✊🏽🚩,FLAGGED,https://t.me/reginaldolopesmg/1571,,6,0,,,,,FALSE,TRUE,TRUE,,2026-02-12T14:47:00Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1572,1274109799,-1001274109799,2026-02-12T17:28:35Z,"🎭 #TBT de um Carnaval que é a cara do nosso Brasil: alegria, cultura e gente na rua.  O Carnaval é a maior festa popular do país. É cultura, identidade, resistência e também desenvolvimento. É o povo ocupando as ruas com alegria, diversidade e liberdade.  Belo Horizonte se consolidou como uma das maiores festas do Brasil. Uma celebração democrática, construída pelos blocos, pelas bandas, pelos artistas e por milhares de trabalhadores que fazem essa festa acontecer, gerando emprego, renda e movimentando o turismo e a economia criativa de Minas Gerais.   Estar nas ruas, ao lado do povo, celebrando essa energia é sempre especial. Porque política também é entender que cultura é investimento, é pertencimento e é futuro.  Minas sabe fazer Carnaval. E o Brasil sabe transformar alegria em força.  Que a gente siga fortalecendo essa festa que é do povo e para o povo. 🥁💜",FLAGGED,https://t.me/reginaldolopesmg/1572,,8,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityHashtag object at 0x0000021D392BF190>],TRUE,FALSE,FALSE,,2026-02-12T17:49:19Z,"1,42E+32"
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1573,1274109799,-1001274109799,2026-02-12T17:28:35Z,,FLAGGED,https://t.me/reginaldolopesmg/1573,,8,0,,,,,TRUE,FALSE,FALSE,,2026-02-12T17:28:38Z,"1,42E+32"
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1574,1274109799,-1001274109799,2026-02-12T20:44:00Z,"Mais saúde perto de casa para a população de Canaã. O odontomóvel já está funcionando e levando atendimento odontológico até as comunidades. Isso significa prevenção, tratamento e acompanhamento sem que as pessoas precisem se deslocar para longe. É saúde pública chegando onde o povo está.  Esse equipamento faz parte do fortalecimento da saúde básica, pensado pelo governo do presidente Lula, para ampliar o acesso e garantir que ninguém fique sem atendimento por falta de estrutura.  Nosso compromisso é fazer a política virar resultado concreto na vida das pessoas. Por isso, além do odontomóvel, estamos apoiando Canaã com ambulância para reforçar o atendimento, recursos para a saúde do município, ônibus escolar, retroescavadeira e a construção de uma creche para crianças de 0 a 3 anos.  Seguimos trabalhando em parceria com o prefeito José Ivanir, o vice-prefeito Marcelo e com o presidente Lula, porque quando Município, Governo Federal e mandato caminham juntos, quem ganha é o povo. Vamos juntos. 💜  📍 Canaã",FLAGGED,https://t.me/reginaldolopesmg/1574,,6,0,,,,,FALSE,TRUE,TRUE,,2026-02-12T20:44:04Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1575,1274109799,-1001274109799,2026-02-13T14:24:37Z,"Ontem, estive na Caravana do MEC, com o ministro Camilo Santana, em Machado e Alfenas, vendo de perto o que acontece quando educação vira prioridade de verdade.  Em Machado, inauguramos o novo Restaurante Estudantil do IFSULDEMINAS, um investimento de R$ 3,8 milhões para garantir permanência, dignidade e mais oportunidades para quem estuda.  Em Alfenas, a UNIFAL avançou com entregas e melhorias que fortalecem o ensino, a pesquisa e a formação profissional, além do compromisso de concluir o prédio da Odontologia ainda em 2026 e a autorização do curso de Direito no campus Varginha.  Educação não é promessa. É obra, é estrutura, é investimento e é futuro para Minas e para o Brasil.  Seguimos trabalhando para trazer mais recursos, mais equipamentos e mais transformação para o Sul de Minas.",FLAGGED,https://t.me/reginaldolopesmg/1575,,4,0,,,,,FALSE,TRUE,TRUE,,2026-02-13T14:24:40Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1576,1274109799,-1001274109799,2026-02-13T15:55:31Z,"Uma sociedade mais segura começa dentro de casa. Começa na forma como educamos nossos meninos.  Quando a gente fala de violência contra mulheres, meninas e crianças, não é um problema só delas. É um problema nosso. Dos homens. Da formação que recebemos e da que estamos passando adiante. Se queremos famílias protegidas, mulheres respeitadas e crianças seguras, precisamos mudar a cultura que normaliza o machismo e o silêncio.  Isso não é guerra entre homens e mulheres. É compromisso com uma nova geração.  Educar melhor hoje é garantir menos violência amanhã. E essa responsabilidade também é nossa. Por todas. E com todos.",FLAGGED,https://t.me/reginaldolopesmg/1576,,4,0,,,,,FALSE,TRUE,TRUE,,2026-02-13T15:55:35Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2104,1836179765,-1001836179765,2026-02-09T20:52:06Z,"AO VIVO! das 18 às 19h30. Depois, neste mesmo link. E se a coisa parecer confusa, atrapalhada, vem pra cá que a gente desconfunde, desatrapalha! na BandNews FM, TV e Youtube   https://www.youtube.com/live/SFNpMg_O-6Q?si=Ny6sE21MK66O8v8r",FLAGGED,https://t.me/oreinaldoazevedo/2104,,319,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x0000021D39293790>],TRUE,FALSE,FALSE,,2026-02-09T20:54:55Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2106,1836179765,-1001836179765,2026-02-11T14:33:28Z,Meu comentário na manhã desta quarta Na BandNews   https://youtu.be/v6g7LIrOwHk?si=YneUW2CHKmuusZIG,FLAGGED,https://t.me/oreinaldoazevedo/2106,,263,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x0000021D39291C90>],TRUE,FALSE,FALSE,,2026-02-11T14:36:17Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2108,1836179765,-1001836179765,2026-02-12T13:38:05Z,Meu comentário na manhã desta quinta na BandNews é sobre Toffoli e o Banco Master  https://youtu.be/GT6hcfqgUGg?si=4MKaqc3EfjaWtAgM,FLAGGED,https://t.me/oreinaldoazevedo/2108,,280,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x0000021D392905D0>],TRUE,FALSE,FALSE,,2026-02-12T13:39:23Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2111,1836179765,-1001836179765,2026-02-13T14:11:35Z,Meu comentário na manhã desta sexta na Bandnews   https://youtu.be/CKVcCut3oc8?si=u8PfC2e2JiKQCq58,FLAGGED,https://t.me/oreinaldoazevedo/2111,,256,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x0000021D39293590>],TRUE,FALSE,FALSE,,2026-02-13T16:20:25Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4760,1004002721,-1001004002721,2026-02-09T11:03:14Z,"**Qual a relação entre ácido hialurônico no pênis e salto de esqui olímpico? **⛷️💉🥶 **t.me/bbcbrasil**  A Agência Mundial Antidoping pode ter que investigar os casos de saltadores de esqui que teriam injetado ácido no pênis para ter vantagem em suas provas na Olimpíada de Inverno.  O jornal alemão Bild informou que atletas estão injetando a substância antes de serem medidos para a confecção de seus macacões.  O ácido hialurônico, que não é proibido no esporte, pode ser usado para aumentar a circunferência do pênis em um ou dois centímetros. Isso aumentaria a área de superfície dos macacões durante as competições, o que, segundo a FIS (Federação Internacional de Esqui e Snowboard) poderia ampliar o tempo de voo dos atletas no ar.",FLAGGED,https://t.me/bbcbrasil/4760,,2536,35,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=41, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=10, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤯'), count=7, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=3, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D392A4E50>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D392A5E50>, <telethon.tl.types.MessageEntityBold object at 0x0000021D392A5250>]",FALSE,TRUE,TRUE,,2026-02-09T11:05:35Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4761,1004002721,-1001004002721,2026-02-09T13:00:38Z,"**'Sou laico militante, racionalista contumaz, ímpio rigoroso'**📔🔏 **t.me/bbcbrasil**  A BBC News Mundo (o serviço em espanhol da BBC) conversou com Javier Cercas no Hay Festival Cartagena, realizado na Colômbia entre 29 de janeiro e 1° de fevereiro de 2026.  Seu livro O Louco de Deus no Fim do Mundo (Ed. Record, 2026) é um misto de biografia com crônica de viagem que surgiu de uma proposta irrecusável do Vaticano: acompanhar o Papa Francisco em uma viagem a um local longínquo do planeta.   Leia o que atraiu o escritor espanhol, que se define como "" ateu, anticlerical"" e ""laico militante, racionalista contumaz, ímpio rigoroso""    👉https://bbc.in/3ZXDX1j",FLAGGED,https://t.me/bbcbrasil/4761,,2237,11,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=14, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤯'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D392A45D0>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D392A5290>, <telethon.tl.types.MessageEntityBold object at 0x0000021D392A5410>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D392A7950>]",TRUE,FALSE,FALSE,,2026-02-09T13:06:40Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4762,1004002721,-1001004002721,2026-02-09T15:02:08Z,"Por que brasileiros não são considerados latinos nos EUA 🇧🇷🇺🇸 t.me/bbcbrasil    Origem disso está numa lei aprovada em 1976 pelo Congresso Americano, que determinou a coleta de dados no país sobre um grupo étnico específico: ""americanos de origem ou descendência espanhola"".   Dessa forma, ficaram incluídos na classificação de “latinos” 20 países falantes de espanhol na América Latina, mas não o Brasil, falante de português, ou outros países latinos, mas não hispânicos 👇 https://bit.ly/4qsF18q",FLAGGED,https://t.me/bbcbrasil/4762,,2502,10,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=21, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤯'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityUrl object at 0x0000021D392A7690>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D392A6FD0>]",TRUE,FALSE,FALSE,,2026-02-09T15:24:58Z,
