post_description,post_validation_status,post_url,post_shares_count,post_time_raw,post_is_time_estimated,post_original_id,text_length,post_hashtags,post_likes_count,post_author_username,post_query,post_published_at,comments,
"Fim da Escala 6x1: Mais Vida, Menos Cansaço!
O Presidente Lula já deu o aviso e a Câmara dos Deputados priorizou: o fim da escala 6x1 é a meta para 2026. O Deputado Elton Welter trabalha nessa pauta para garantir que o trabalhador tenha mais tempo com a família e qualidade de vida.
 Prioridade: Votação nas próximas semanas.
 Objetivo: Mais felicidade e tranquilidade para o povo brasileiro.
 Compromisso: Trabalho firme pela aprovação imediata.
Fim da escala 6x1, já!",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid02KUxdJg1v9vM5v94B4D82zN5sNH2zGtHHUEykQqvWQQV2QyByWMcTi23u4a9aLyhYl,13,4d,False,18f0bb6e6e4b511e,102,{},0,Elton Welter,profile: Elton Welter,2026-02-13T14:34:26.494,"{{'user_name': 'Requião Filho', 'comment_text': 'Um grande encontro com \nRequião Filho\n, Paraná em Movimento! Estamos trabalhando pelo povo paranaense.'}, {'user_name': 'Carlos Stemposki', 'comment_text': 'Deus nos livre dessas Desgraças'}}",
"Como representante da Câmara dos Deputados no Show Rural, em Cascavel, estou participando dos debates, conhecendo as inovações do setor e dialogando com os amigos agricultores. Para começar a terça, dei uma entrevista para a TV Tarobá. Sempre um prazer falar com a imprensa, ainda mais sobre temas importante como a agricultura e o cooperativismo.",VALID,,4,5d,False,dd1d0a7b3c0cd921,378,"{'#deputadowelter', '#showrural', '#showrural2026', '#agriculturafamiliar'}",0,Elton Welter,profile: Elton Welter,2026-02-12T14:34:52.013,"{{'user_name': 'João Abreu Schuster', 'comment_text': 'E as fazendas da família Welter?'}}",
"Um grande dia! Participei da inauguração do ampliação Pavilhão da Agricultura Familiar no Show Rural em Cascavel. Parabéns ao Governo Lula, à Itaipu Binacional, ao Ministério do Desenvolvimento Agrário e às entidades de defesa da agricultura familiar!",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid027QA9r9t8ojbBNobAms6AkkEuqTubsaipH6P47nZaayPes6dEueV5YZaUr11BpgFSl,7,4d,False,ba2a0c3a420f8c08,76,{},0,Elton Welter,profile: Elton Welter,2026-02-13T14:35:18.182,"{{'user_name': 'Professor Lemos', 'comment_text': 'Uma boa amizade pelo Paraná. Assim é a minha parceria com o \nProfessor Lemos'}, {'user_name': 'Nilson Teixeira', 'comment_text': 'Bem a cara deles mesmo, sentado a sombra e agua fresca'}, {'user_name': 'Lucas Miguel', 'comment_text': 'Nilson Teixeira\ntu queria que ele estivesse aonde?'}, {'user_name': 'Nilson Teixeira', 'comment_text': 'Nilson Teixeira\ntu queria que ele estivesse aonde?'}}",
"O presidente Lula participa de cerimônia no Paço Municipal de Mauá (SP). Será anunciada a aquisição e reforma de prédio do campus do Instituto Federal na cidade, que representa investimento estimado em R$ 44,8 milhões. A unidade atenderá cerca de 1.400 alunos.",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid02MmsLBKXdykmkTgShhmNFL8aCFQRag4PJysDVZzJQJyULXgDo8KDxhtNquGcfNG1kl,14,6d,False,f9f34224f0941091,109,{},0,Elton Welter,profile: Elton Welter,2026-02-11T14:36:20.539,"{{'user_name': 'Roberto Carlos Costa Costa', 'comment_text': 'Ainda bem que avisaram pois, eu tenho medo de ser roubado por esses ladrões e escória da política brasileira.'}}",
"O Show Rural começou e eu estou aqui como o que sou: agricultor! 
 Este é o maior evento tecnológico do Paraná, com inovações para o pequeno, médio e grande produtor. Tecnologia de ponta que precisa estar a serviço de quem produz.
Viva a agricultura brasileira! Viva o Show Rural! 
#deputadowelter #ptparaná #ptbrasil #showrural2026",VALID,,22,1w,False,711f088999553c10,469,{},0,Elton Welter,profile: Elton Welter,2026-02-10T14:36:26.061,"{{'user_name': 'Lairton Eggers Laio', 'comment_text': 'Certinho vamos viver do bolsa família afinal de contas pra que trabalha se mais que a metade do salário vai em imposto'}}",
"O presidente Lula participa de visita e anúncio de investimentos na infraestrutura e produção de vacinas e insumos imunobiológicos do Instituto Butantan, em São Paulo. O Governo do Brasil destinou R$ 1 bilhão para expansão e modernização do complexo.
O presidente conhecerá o complexo onde são fabricadas as vacinas contra a dengue. O evento marca o início no país da vacinação de todos os profissionais de saúde da Atenção Primária do SUS contra a dengue, com a Butantan-DV - uma vacina 100% nacional. O Ministério da Saúde adquiriu 3,9 milhões de doses da vacina e as primeiras entregas serão destinadas a essa ação, que abrangerá todo o país.",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid02ERjMukC9KcjNJpeacoLD6ZSyPm3XKTUwcoqvEPV3ChCmNtKvryBJJb8JepbWoGRxl,4,6d,False,f8a1f3e50277a6de,347,{},0,Elton Welter,profile: Elton Welter,2026-02-11T14:36:52.822,"{{'user_name': 'Wilson Fernandes', 'comment_text': 'Eu não sabia que no show rural tinha acampamento do MST'}}",
"Portugal derrotou a extrema-direita e disse não ao avanço do ódio, às medidas anti-populares e à mentira. O Brasil, neste ano, também vai dar seu recado em defesa da democracia e de mais avanços sociais. Desejo muita sorte e sabedoria ao novo presidente Antônio José Seguro",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid0NdLn4MKhxsM3w3bsxb3BVWSrmVUkgb22PCgKrp79ujpsxeqWb2Y9YhEjPFYxMgC3l,5,1w,False,92b9649299d79d36,251,{},0,Elton Welter,profile: Elton Welter,2026-02-10T14:37:21.784,"{{'user_name': 'Rosete Cecato', 'comment_text': 'Se é rural é para todos que vivem no campo!!!'}}",
"Dia de receber visitas na Chácara Gaia. O amigo Rafael Santana, vice-presidente da Associação dos Conselheiros Tutelares do Estado do Paraná, e amiga Patrícia Mafalda, Conselheira Tutelar de Londrina.",VALID,,2,1w,False,3835dcf164476bad,260,{},0,Elton Welter,profile: Elton Welter,2026-02-10T14:37:47.500,"{{'user_name': 'Papel Maria', 'comment_text': 'Para de ser mentiroso caba safado....'}}",
"Tive uma bela reunião com a Associação Santa Isabel, em Ramilândia. Minha rotina tem sido conversar com o povo do Paraná e entender o que as pessoas querem, quais seus valores e qual é o caminho para o desenvolvimento econômico de nossos municípios. Obrigado pela recepção e continuem contando comigo.",VALID,,4,1w,False,afc1c3a05477a684,332,"{'#deputadowelter', '#ptparaná', '#ptbrasil', '#showrural2026'}",0,Elton Welter,profile: Elton Welter,2026-02-10T14:38:22.498,"{{'user_name': 'Adair Marques', 'comment_text': 'E o preço do leite, como vai ficar? Até agora nada de resultado concreto o povo não aguenta mais. Os custos da produção'}}",
"Em Toledo, com a vice-reitora da UFPR, Camila Fachin, e com o secretário de estado da Saúde, Beto Preto, dentre outras autoridades, para a assinatura do novo Centro de Especialidades que vai oferecer atendimento médico especializado para toda a nossa região. Tenho muito orgulho de ser o deputado que mais trabalhou para a saúde de Toledo, buscando recursos junto ao governo Lula e ajudando a trazer os cursos de medicina para a nossa cidade.",VALID,,0,1w,False,635670912fcdba43,645,{},0,Elton Welter,profile: Elton Welter,2026-02-10T14:38:48.607,"{{'user_name': 'Roberto Jose', 'comment_text': 'Fora pt.'}}",
"PLANTAR PARA COLHER E ALIMENTAR: É A REFORMA AGRÁRIA POPULAR NO ANHEMBI
 Nesta madrugada de sábado de Carnaval (14), o Anhembi se transforma em campo de batalha simbólico com o Grêmio Recreativo Escola de Samba Acadêmicos do Tatuapé, desfilando o enredo Plantar para Colher e Alimentar – Tem Muita Terra Sem Gente e Muita Gente Sem Terra. O enredo leva para milhões de olhares o debate sobre quem planta, quem colhe e quem realmente alimenta o Brasil.
 O enredo da Tatuapé não é uma homenagem decorativa, mas sim uma festa com manifestação política e social, construído a partir da ideia que a escola tem dos trabalhadores/as Sem Terra. O tema resgata a sabedoria dos povos indígenas, a luta das camponesas e camponeses que trabalham no campo e a necessidade de uma Reforma Agrária que garanta não só terra, mas também soberania alimentar e a preservação do meio ambiente. A frase “Tem muita terra sem gente e muita gente sem terra” atravessa o samba‑enredo como um lema de resistência, ecoando décadas de ocupações, acampamentos e assentamentos conquistados à base da resistência e mobilização popular.
 Saiba mais:
https://mst.org.br/.../plantar-para-colher-e-alimentar-e.../",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid02cB7DJZP5zN4iYq9CYHwNdGreHFTzNTBvXh6XjdVZosJswMDEB3pjfXfJ3u2YvNX6l,3,1w,False,e7548f3810762ac4,273,{},0,MST,profile: MST,2026-02-10T14:39:17.562,"{{'user_name': 'Jonir Serraglio', 'comment_text': 'Deputado fala do Brasil, rombo de 55 bilhões nas contas públicas, bolsa família chegando 35 bilhões de pessoas, estatais falindo ex correios, cúpula de Brasília atolado no banco Master.'}}",
"É HOJE
 O Carnaval é a voz de quem produz, de quem planta e de quem resiste. Hoje a Acadêmicos do Tatuapé entra na avenida para honrar nossas raízes e celebrar a Reforma Agrária Popular.
Abraçar o nosso irmão contra a desigualdade
Para colher dignidade, Em cada gota de suor eu vi
Brotar, crescer e acreditar.",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid034epYJUTtj2d1jYWuLeEjgUiCZbBp7FxjVq7DpmEQ3LNo4GkXoFevrGaZTPzYR8Aul,3,1w,False,9bc6dacab0d12681,200,{},0,MST,profile: MST,2026-02-10T14:39:45.383,"{{'user_name': 'Gilmar Kurtz', 'comment_text': 'O bagre segurando um peixe'}}",
"COMIDA DE VERDADE NO DESFILE DA ACADÊMICOS DO TATUAPÉ!
  Os alimentos que chegaram ao barracão da Acadêmicos do Tatuapé vêm direto do Assentamento Luiz Davi Macedo, em Apiaí, no Alto Vale do Ribeira – Sudoeste Paulista. Produzidos por famílias Sem Terra, homens, mulheres e jovens, são alimentos saudáveis, sem veneno e com cuidado com a natureza.
 No Sambódromo, a Reforma Agrária vai desfilar com alimento de verdade, simbolizando compromisso com a vida.",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid0suT3HdhPBWg49KkXTGjPhx3WMDhiNX76zygVVatzNTvC6KwLyLeA5ivD9No7an9Rl,3,1w,False,b8ce8f8fd450e48e,301,{},0,MST,profile: MST,2026-02-10T14:40:11.743,"{{'user_name': 'Fernando Tambalo', 'comment_text': 'Aproveita que é o último ano!!! Não ganha mais'}}",
"SOLIDARIEDADE INTERNACIONAL E FIM DO BLOQUEIO ECONÔMICO A CUBA
Amar a América Latina é defender a soberania dos povo  e o direito de viver com dignidade.
Seguimos em unidade latino-americana.",VALID,https://www.facebook.com/DeputadoWelter/posts/pfbid0zq1qrqrgoHE3UBQS3y6k55DhSJqf1kwRvJwq3yokuLoNdAg3q2M3zvoMaSJWMJFrl,7,1w,False,dbe7809afaef3580,442,{},0,MST,profile: MST,2026-02-10T14:40:38.517,"{{'user_name': 'Marcio Mazzarollo', 'comment_text': 'Coamo te espera de abraços abertos. Passa la'}}",
"“CADA ENXADA LEVANTADA, LIBERDADE FLORESCIA!”
 Neste Carnaval, a Acadêmicos do Tatuapé homenageia a luta pela Reforma Agrária e estaremos lá com 230 militantes, sendo 60 com samba no pé nas alas Cacau, Girassol e Arroz, levando para o Sambódromo a força Sem Terra.
 No último carro alegórico, a escola trará a Festa da Colheita, com 2 toneladas de produtos orgânicos e agroecológicos dos assentamentos do MST de São Paulo, celebrando produção, cooperação e solidariedade.
Tem festa na roça até o amanhecer!
Divide esse chão pro nosso povo colher!",VALID,https://www.facebook.com/MovimentoSemTerra/posts/pfbid0ikgo7j8HwxYYQh4MUxRMjMDvAZRW8vVSvevjWzpjA3zfcjPKVfJFUqEq7DBJZtH9l,38,12h,False,56eb4168e3b63f27,1177,{},0,MST,profile: MST,2026-02-13T18:39:47.338,"{{'user_name': 'https://mst.org.br/.../plantar-para-colher-e-alimentar-e.../', 'comment_text': 'PLANTAR PARA COLHER E ALIMENTAR: É A REFORMA AGRÁRIA POPULAR NO ANHEMBI'}, {'user_name': 'Jamerson Drumond', 'comment_text': 'Se pelo menos soubessem plantar'}}",
"MST E MINISTRO LUIZ MARINHO DIALOGAM SOBRE TRABALHO, COOPERAÇÃO E FUNDO DE PROTEÇÃO ÀS TRABALHADORAS
 Em reunião com o Luiz Marinho, Ministro do Trabalho e Emprego, Diego Moreira, Coordenador Nacional do Setor de Produção, Cooperação e Meio Ambiente do MST, Frei Vicent, Congregação Cruz de Malta, Jean Viana, Fábio Vaz, Jean Viana, e o juiz auxiliar da presidência do CNJ, Jhonatas Andrade dialogaram sobre pautas fundamentais para fortalecer nossas cooperativas, associações e agroindústrias da Reforma Agrária. 
A reunião tratou da qualificação e especialização de trabalhadores e trabalhadoras, da melhoria das relações de trabalho na perspectiva da cooperação e também da destinação de recursos de indenizações trabalhistas hoje em depósito judicial, muitos nunca retirados, para a criação de um fundo de proteção às trabalhadoras e trabalhadores, a serviço dos movimentos populares e da sociedade civil.",VALID,https://www.facebook.com/MovimentoSemTerra/posts/pfbid02BFATo4VXBJDPREKSBr7J4VvSCfy6hLa29TF6rhfSiF11QbQuV5AYkH5SLJ3HZ26vl,34,13h,False,6f2ba466c5128042,309,{},0,MST,profile: MST,2026-02-13T17:40:09.025,"{{'user_name': 'Jayme Neto', 'comment_text': 'Boa sorte e grande desfile para a acadêmicos do Tatuapé!!'}}",
"STEDILE DESTACA IMPORTÂNCIA DE MUNDUKIDE NO FORTALECIMENTO DAS COOPERATIVAS DO MST
 Durante o 14º Encontro Nacional do MST, realizado de 19 a 23 de janeiro, em Salvador (BA), João Pedro Stedile destacou a importância histórica da parceria com a Mundukide no fortalecimento das cooperativas do Movimento. Há mais de 20 anos, a cooperação com entidades do País Basco tem sido fundamental para consolidar a estrutura produtiva, a formação técnica e o desenvolvimento rural em direção à Reforma Agrária Popular e a um modelo camponês sustentável e soberano. A presença da delegação internacional reforça que solidariedade e cooperação não têm fronteiras, unindo povos na construção de um projeto coletivo de transformação social.
 Saiba mais: https://mst.org.br/.../stedile-destaca-importancia-de.../",VALID,,337,16h,False,85816909f702f706,456,{},0,MST,profile: MST,2026-02-13T14:40:34.495,"{{'user_name': 'José Carlos Cruz', 'comment_text': 'Eles compram esses legumes p revender'}}",
"ÚLTIMOS DETALHES PARA O GRANDE DESFILE
 Na Fábrica do Samba em São Paulo (SP), nossa militância viveu um momento especial: foi tempo de vestir as fantasias, sentir cada detalhe do que vai ganhar a avenida e conhecer de perto o espaço onde o sonho começa a tomar forma. 
 Entre sorrisos, expectativa e muito brilho nos olhos, a contagem regressiva já começou! No dia 14, às 2h15, no Sambódromo do Anhembi, em São Paulo, estaremos juntos transformando luta, cultura e alegria em espetáculo. Que venha o grande desfile!
Fotos: Priscila Ramos",FLAGGED,https://www.facebook.com/MovimentoSemTerra/posts/pfbid02JpQZSC355pdsTKz6DqqjQXLJrQ5tCyBoheZaFJezJBGuXRBNrvN11Uzofv1iPT8El,73,20h,False,d10d4999625f752e,191,{},0,MST,profile: MST,2026-02-13T10:41:01.691,"{{'user_name': 'Lúcia Zitelli', 'comment_text': 'Que os países do BRICS se organizem em defesa de Cuba e seu povo, que ajam rapidinho!! E vivas ao MST pela sua solidariedade sempre!!!'}}",
"HISTÓRICO: PRIMEIRA FACULDADE DO MST É CREDENCIADA PELO MEC E MARCA NOVA ERA DA EDUCAÇÃO DO CAMPO NO BRASIL
 A educação do campo brasileiro alcança um novo patamar em 2026 com o credenciamento oficial da Faculdade Josué de Castro pelo Ministério da Educação, no Rio Grande do Sul. Instalada no assentamento Filhos de Sepé, em Viamão (RS), a instituição passa a integrar o sistema federal de ensino superior, consolidando mais de 40 anos de acúmulo político, organizativo e pedagógico do MST. Com autonomia para ofertar cursos de graduação, a faculdade estreia com o tecnólogo em Gestão de Cooperativas e reafirma seu compromisso com a produção de ciência a serviço da classe trabalhadora, articulando ensino, pesquisa e extensão às demandas concretas da reforma agrária no Brasil e às lutas populares em todo o mundo.
 Saiba mais: https://mst.org.br/.../primeira-faculdade-do-mst-e.../",VALID,,41,1d,False,6f2b72285c5e0a5c,546,{},0,MST,profile: MST,2026-02-13T06:41:26.748,"{{'user_name': 'Helena Schafer', 'comment_text': 'Viva nos do MST Viva a reforma agrária'}}",
"AVANÇO NO FINANCIAMENTO ÀS COOPERATIVAS POPULARES
A coordenação do MST reuniu-se com a ministra Luciana Santos para tratar da regulamentação da lei recentemente aprovada que prevê o apoio do FINEP às cooperativas da Reforma Agrária.
Na ocasião, foi apresentada a reivindicação de que as cooperativas tenham acesso ao financiamento do FINEP nas mesmas condições oferecidas às cooperativas do setor agropecuário. A ministra comprometeu-se a dialogar sobre a normatização necessária para viabilizar esse acesso.
O MST reafirma a importância do fortalecimento das cooperativas dos Movimentos Populares.",VALID,https://www.facebook.com/MovimentoSemTerra/posts/pfbid0bvoNT4DGcDDRP7TTuPwz7T3saCSMnvbPyBv72WrozeATCqLzAD4giYuu4tQFTTbHl,14,14h,False,c3cd113e5bfd520f,909,{},0,MST,profile: MST,2026-02-13T16:41:53.502,"{{'user_name': 'Tonya De Carvalho', 'comment_text': 'Excelente iniciativa , as mulheres trabalhadoras rurais, devem ter apoio na prova por renda própria'}}",
"CAMILO TORRES E O LEGADO DA LUTA PELA REFORMA AGRÁRIA NA AMÉRICA LATINA
 Sessenta anos após sua morte, a identificação dos restos mortais de Camilo Torres Restrepo reacende a memória e a atualidade de um legado que une fé, luta popular e Reforma Agrária na América Latina. Sacerdote católico e sociólogo colombiano, Camilo colocou a reflexão crítica e a Teologia da Libertação a serviço dos pobres da terra, denunciando a concentração fundiária, a dependência econômica e a violência das elites como pilares da dominação no continente. 
 Seu conceito de “amor eficaz”, fé que se expressa em ação concreta, segue inspirando os movimentos camponeses, como o MST, a enfrentar a injustiça, organizar o povo e lutar por terra, soberania e democracia. Em um contexto de novas disputas políticas e ataques à soberania dos povos latino-americanos, o resgate de sua história reafirma que a Reforma Agrária não é passado, mas parte central da luta presente por justiça social e libertação.
 Leia aqui: https://mst.org.br/.../camilo-torres-e-o-legado-da-luta.../",VALID,https://www.facebook.com/MovimentoSemTerra/posts/pfbid0a5fXvEpMspeNjuv3eGCYuscMDz7BsPvMWps46BZcM4iNT7WS5pcWuPG6sfCDBqy6l,31,21h,False,a7003b2f8409588e,796,{},0,MST,profile: MST,2026-02-13T09:42:33.961,"{{'user_name': 'https://mst.org.br/.../stedile-destaca-importancia-de.../', 'comment_text': 'STEDILE DESTACA IMPORTÂNCIA DE MUNDUKIDE NO FORTALECIMENTO DAS COOPERATIVAS DO MST'}, {'user_name': 'Francisco Alves', 'comment_text': 'Bom dia viva o MST'}}",
"BARRA DAS ANTAS: TERRA, MEMÓRIA E LUTA CAMPONESA NA PARAÍBA
 Berço das Ligas Camponesas, o território de Barra das Antas, entre Sapé e Sobrado (PB), conquistou a criação do assentamento Elizabeth Teixeira, garantindo terra para 21 famílias camponesas. Onde antes o latifúndio impunha a monocultura da cana, hoje se afirma a agricultura familiar, a memória de João Pedro Teixeira e a resistência histórica do povo do campo.
 A conquista é fruto de décadas de luta, mas revela os limites impostos pelo Estado: cerca de 800 famílias seguem aguardando reparação histórica no território. O assentamento reafirma que a Reforma Agrária Popular é processo vivo, em disputa, sustentado pela organização, pela mística e pela resistência coletiva.
 Leia o texto completo no site do MST e conheça a história, a memória e a luta que seguem sendo cultivadas em Barra das Antas: https://mst.org.br/.../apos-decadas-berco-das-ligas.../",VALID,https://www.facebook.com/MovimentoSemTerra/posts/pfbid0mAUZ79BpGBTDGnMMRE9HwuujMZRePCv75qkGB1GLL8zFADawWL2NFusPA9oQuedKl,17,1d,False,f89554e158fe8a8f,538,{},0,MST,profile: MST,2026-02-13T06:42:59.783,"{{'user_name': 'Isabel Magrini', 'comment_text': 'Adoraria fazer participação nesse escola de samba sou moradora agricultura da comuna irmã Alberta'}}",
"TEM FESTA NA ROÇA… E ELA JÁ COMEÇOU!
 Do chão que o nosso povo cultiva ao batuque na quadra da Acadêmicos do Tatuapé, o samba ecoa a história da Reforma Agrária: da terra repartida, do trabalho coletivo que vira canto, dança e resistência.
 É sanfona, agogô, corpo em movimento e militância com o samba no pé.
É a roça virando avenida e a luta virando enredo.
 Assista, compartilhe e venha com a gente.",VALID,https://www.facebook.com/MovimentoSemTerra/posts/pfbid0aMHM6TPEUNZ19x5LHRUq9HtcbdJQGaChcTrvb17hSVEjs5bGFzct6RioumNYcYgBl,1000,1d,False,9dcd6df2ca5907c8,885,{},0,MST,profile: MST,2026-02-13T06:43:27.325,"{{'user_name': 'https://mst.org.br/.../primeira-faculdade-do-mst-e.../', 'comment_text': 'HISTÓRICO: PRIMEIRA FACULDADE DO MST É CREDENCIADA PELO MEC E MARCA NOVA ERA DA EDUCAÇÃO DO CAMPO NO BRASIL'}, {'user_name': 'Maristela Kika', 'comment_text': 'são craques em tudo o que se refere a plantio sem veneno, manejo, agrofloresta, preservação!'}}",
