query,channel_username,channel_title,message_id,chat_id,user_id,date,text,validation_status,post_link,caption,views,forwards,reactions,reply_to_message,forward_from,entities,photo,video,document,post_author,edit_date,media_group_id
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1553,1274109799,-1001274109799,2026-02-04T20:17:58Z,"Minha coluna no Jornal O TEMPO 📰  O Parlamento brasileiro retomou seus trabalhos em 2026, um ano de eleições decisivas para o futuro do nosso país. Caminhamos para o último período do governo Lula, que conseguiu cumprir seu compromisso de reconstruir e unir o Brasil. A Câmara dos Deputados contribuiu em parte com as conquistas que tivemos e vamos lutar para concluir a aprovação de temas importantes que estarão em pauta.  ➡️ Leia o artigo completo: https://www.otempo.com.br/opiniao/reginaldo-lopes/2026/2/3/prioridades-do-ano-legislativo",FLAGGED,https://t.me/reginaldolopesmg/1553,,13,0,,,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9611690>],TRUE,FALSE,FALSE,,2026-02-04T20:18:02Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1555,1274109799,-1001274109799,2026-02-05T14:19:50Z,"O fim da escala 6x1 não é só uma mudança na rotina. É uma revolução social, industrial e econômica.  Trabalhar seis dias seguidos, com um único dia de descanso, desgasta o corpo, drena a mente e rouba o que deveria ser básico: tempo para viver. Descanso não é luxo. É direito.  E existe um ponto que a gente precisa encarar com seriedade: saúde mental. O mundo vive uma epidemia de solidão, e isso tem custo humano e econômico. A depressão já é apontada como uma das principais causas de incapacidade no mundo, com impacto direto no trabalho, na renda e na vida das famílias.   Agora, olha o tamanho da oportunidade que o Brasil tem na mão.  Com tecnologia e inteligência artificial aumentando produtividade e com a reforma tributária abrindo caminho para mais competitividade e crescimento, o trabalhador também precisa usufruir desses ganhos. Se o país evolui, a vida de quem move o país precisa evoluir junto.  E isso não é perder para ninguém. É ganha ganha.",FLAGGED,https://t.me/reginaldolopesmg/1555,,11,0,,,,,FALSE,TRUE,TRUE,,2026-02-05T14:19:54Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1556,1274109799,-1001274109799,2026-02-05T14:20:12Z,"Para quem trabalha: mais tempo de descanso, mais convivência, mais saúde, mais vida. Para quem emprega: equipes mais descansadas, mais engajadas, mais produtivas, com menos adoecimento e menos rotatividade. Para o país: economia girando melhor, com mais consumo, mais bem-estar e mais estabilidade social.  Vários lugares que testaram jornadas mais humanas já mostraram um caminho positivo, com manutenção de produtividade e melhora no bem-estar.   Eu defendo, e sigo defendendo, o fim da escala 6x1 e a construção de um novo modelo, com mais dignidade e equilíbrio, avançando para a escala 5x2, sem redução salarial. Essa é uma pauta de futuro. Uma pauta de desenvolvimento. Uma pauta de respeito.   Se você concorda, comenta aqui: fim da 6x1 já. E compartilha com quem vive na pele essa rotina.",FLAGGED,https://t.me/reginaldolopesmg/1556,,9,0,,,,,FALSE,FALSE,FALSE,,2026-02-05T14:20:16Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1557,1274109799,-1001274109799,2026-02-05T19:26:33Z,"Nós garantimos o aumento do Teto MAC, que é o recurso federal que ajuda a manter os atendimentos de média e alta complexidade no hospital. Com isso, o repasse anual terá R$ 9,7 milhões a mais todo ano, de forma contínua.   Isso significa mais condição para atender bem, com mais estrutura, mais qualidade e mais segurança para quem precisa, em Guaxupé e em toda a região. ￼  Meu agradecimento ao deputado estadual Luizinho e ao prefeito Jarbas Corrêa Filho, por essa parceria que faz a diferença na vida real. Seguimos trabalhando para fortalecer o SUS e cuidar da nossa gente.",FLAGGED,https://t.me/reginaldolopesmg/1557,,10,0,,,,,FALSE,TRUE,TRUE,,2026-02-05T19:26:36Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1558,1274109799,-1001274109799,2026-02-06T13:43:08Z,"É isso mesmo. Em 2026, quem ganha até R$ 5 mil fica com o Imposto de Renda zerado. E quem recebe entre R$ 5.000,01 e R$ 7.350,00 passa a ter redução gradual, pagando menos imposto.   Justiça tributária é simples de entender: Quem ganha menos precisa pagar menos. Quem ganha muito pode contribuir um pouco mais. É assim que a gente equilibra o jogo e faz o dinheiro sobrar no bolso de quem trabalha, para virar comida, remédio, material escolar e vida com mais dignidade.",FLAGGED,https://t.me/reginaldolopesmg/1558,,7,0,,,,,FALSE,TRUE,TRUE,,2026-02-06T13:43:11Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1559,1274109799,-1001274109799,2026-02-06T18:54:46Z,"O maior problema do Brasil hoje não é falta de riqueza. É falta de renda na mão de quem trabalha.  A renda per capita é baixa porque os salários são baixos. E isso aparece na vida real de um jeito cruel: o salário acaba, mas o mês continua.   Num país com tanta força, tanta terra, tanta água, tanta cultura, tanta gente capaz, é inadmissível a gente aceitar essa armadilha como se fosse normal.  Por isso, combater a desigualdade é, antes de tudo, colocar mais dinheiro no bolso do trabalhador e da trabalhadora.  Porque renda não é só consumo. Renda é qualidade de vida.  Com mais dinheiro no bolso, a família: * se alimenta melhor * cuida da saúde com mais prevenção * garante que os filhos estudem com mais tranquilidade * consegue lazer, descanso e tempo de qualidade * melhora a moradia, a segurança e o bem-estar  E isso movimenta toda a economia: mais compra no comércio local, mais demanda por serviços, mais produção na indústria, mais emprego, mais arrecadação, mais investimento público.",FLAGGED,https://t.me/reginaldolopesmg/1559,,5,0,,,,,FALSE,TRUE,TRUE,,2026-02-06T18:54:49Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1560,1274109799,-1001274109799,2026-02-06T18:54:50Z,É um círculo virtuoso. O Brasil cresce quando a nossa gente melhora de vida.  Precisamos de desenvolvimento com justiça. Crescimento com distribuição. Economia forte com gente vivendo com dignidade.  Mais renda. Mais respeito. Mais dinheiro no bolso do povo.,FLAGGED,https://t.me/reginaldolopesmg/1560,,7,0,,,,,FALSE,FALSE,FALSE,,2026-02-06T18:54:54Z,
canal:reginaldolopesmg,reginaldolopesmg,Canal do Reginaldo Lopes,1561,1274109799,-1001274109799,2026-02-06T19:51:25Z,"A decisão do ministro Flávio Dino é extremamente acertada.  Ela recoloca uma regra básica no centro do debate público: teto constitucional existe para ser cumprido. Quando “penduricalhos” e verbas indenizatórias sem base legal viram caminho para supersalários, o que se rompe não é só a moralidade administrativa, é a confiança do povo no Estado.    E vamos falar com clareza, isso não é ataque ao servidor. É defesa da Constituição, do orçamento e da ideia de República, onde a lei vale para todos e o dinheiro público tem destino.    Num país em que mais de um terço dos trabalhadores recebe até um salário mínimo (IBGE) não dá para naturalizar uma elite de remunerações infladas por atalhos. Desigualdade não se enfrenta com discurso, se enfrenta com regra, transparência e justiça.    Teto é teto. Exceção só quando a lei prevê e quando a indenização é real, comprovável e excepcional. O resto é privilégio disfarçado, pago por quem trabalha e sustenta o Brasil.",FLAGGED,https://t.me/reginaldolopesmg/1561,,10,0,,,,,FALSE,FALSE,FALSE,,2026-02-06T19:51:28Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2097,1836179765,-1001836179765,2026-02-02T14:25:51Z,Meu comentário na manhã desta segunda na BandNews   https://youtu.be/9i7LS_drhUM?si=zMdnnsiHXs1-Tqhs,FLAGGED,https://t.me/oreinaldoazevedo/2097,,358,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9695810>],TRUE,FALSE,FALSE,,2026-02-02T14:35:12Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2098,1836179765,-1001836179765,2026-02-02T20:42:53Z,"AO VIVO! das 18 às 19h30. Depois, neste mesmo link. E se a coisa parecer confusa, atrapalhada, vem pra cá que a gente desconfunde, desatrapalha! na BandNews FM, TV e Youtube   https://www.youtube.com/live/Bvvs_NEQCAs?si=Sj_7ae5C02NkXGEt",FLAGGED,https://t.me/oreinaldoazevedo/2098,,321,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9696C10>],TRUE,FALSE,FALSE,,2026-02-02T20:44:26Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2099,1836179765,-1001836179765,2026-02-03T12:28:15Z,Meu comentário na manhã desta terça na BandNews   https://youtu.be/XwOt9eOU5TQ?si=erzgvOFC0uj_usGM,FLAGGED,https://t.me/oreinaldoazevedo/2099,,313,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9696990>],TRUE,FALSE,FALSE,,2026-02-03T12:33:29Z,
canal:oreinaldoazevedo,oreinaldoazevedo,Reinaldo Azevedo,2101,1836179765,-1001836179765,2026-02-04T14:44:55Z,Meu comentário na manhã desta quarta na BandNews   https://youtu.be/16ppT6hh5HY?si=bD93d1nrZm11cN-v,FLAGGED,https://t.me/oreinaldoazevedo/2101,,343,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💋'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9697410>],TRUE,FALSE,FALSE,,2026-02-04T14:55:13Z,
canal:manudavila,manudavila,Manuela d'Ávila,2125,1313121070,-1001313121070,2026-02-04T18:34:27Z,"É HOJE 🫶🏼🌸💙  📌Plenária de Voluntárias e Voluntários Dia 4/2, às 19h Plataforma Zoom  Durante a plenária, vamos explicar a nossa metodologia de organização e compartilhar várias ideias que queremos colocar em prática desde já para fortalecer a pré-candidatura da Manu ao Senado.  É momento de se encontrar, se organizar e colocar a mão na massa. Não fica de fora! ✊🏼✨  🔗 ENTRE PELO LINK: https://zoom.us/j/91249917038",FLAGGED,https://t.me/manudavila/2125,,1041,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=7, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE96110D0>],TRUE,FALSE,FALSE,,2026-02-04T18:58:28Z,
canal:manudavila,manudavila,Manuela d'Ávila,2126,1313121070,-1001313121070,2026-02-04T22:00:56Z,Bora pra plenária online de voluntárias e voluntários da pré-candidatura ao Senado! Quero todo mundo organizado comigo pra derrotar a extrema-direita! Entra no link: https://zoom.us/j/91249917038,FLAGGED,https://t.me/manudavila/2126,,1027,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=5, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9613950>],FALSE,TRUE,TRUE,,2026-02-04T22:49:09Z,
canal:manudavila,manudavila,Manuela d'Ávila,2127,1313121070,-1001313121070,2026-02-05T16:29:54Z,"Eu sei que minha marca, para muitas de vocês, é a coragem. Mas essa coragem que surpreende não é vazia. Ela vem do lugar que me move para fazer política: o coração. É preciso ter coragem para fazer política sentindo.  Ao longo da minha trajetória, eu aprendi que política não precisa ser sobre poder, que a política pode ser sobre proteção. Proteção da vida, dos direitos, da infância, das mulheres, das mães atípicas, do povo trabalhador do campo e da cidade, de quem não tem grana pro ônibus e não suporta mais a jornada 6 x 1. Proteger a democracia quando ela é atacada e enfrentar a extrema direita sem abrir mão da humanidade.  Quando eu falo que luto com o 🫶, quero dizer que a firmeza e a ternura sempre caminham lado a lado e guiam minhas ações. Firmeza para enfrentar o ódio, a violência e a desigualdade. Ternura para reconstruir o Brasil com justiça social, participação popular e responsabilidade com o futuro.  Participe da pré-candidatura: www.manuelanosenado.com",FLAGGED,https://t.me/manudavila/2127,,997,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=19, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=6, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9613CD0>],FALSE,TRUE,TRUE,,2026-02-05T16:30:22Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4726,1004002721,-1001004002721,2026-02-02T11:47:55Z,"**Crescem grupos de tortura de cães e gatos 🐕🐈 ****https://t.me/bbcbrasil**** ** Atenção  ⚠️ Esta reportagem contém conteúdo explícito e detalhes de atos de violência contra animais que podem ser perturbadores   A brutalidade contra Orelha, um cão comunitário espancado até a morte na Praia Brava, em Florianópolis, chocou o país.   Infelizmente, conta a delegada Lisandrea Salvariego, do Núcleo de Observação e Análise Digital (Noad), da Polícia Civil de São Paulo, ele não é um episódio isolado — ela monitora crimes assim diariamente.   ""É muito triste, porque a gente vê hoje crianças e adolescentes nesse mundo que, por vezes, os pais desconhecem, até porque falta letramento digital"", diz a delegada.  Saiba por que ela diz que existem ""inúmeros Orelhas sendo mortos todos os dias”: https://bbc.in/4kga85F   https://t.me/bbcbrasil",FLAGGED,https://t.me/bbcbrasil/4726,,2562,14,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=60, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😢'), count=16, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😱'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9602B50>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9602750>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9600A90>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9600050>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9602710>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9603A50>]",TRUE,FALSE,FALSE,,2026-02-02T14:07:46Z,
canal:bbcbrasil,bbcbrasil,BBC News Brasil,4727,1004002721,-1001004002721,2026-02-02T14:10:50Z,"**__“Parabéns para nós” __**🏆🇧🇷 https://t.me/bbcbrasil  Caetano Veloso e Maria Bethânia ganharam o Grammy de Melhor Álbum de Música Global com o disco Caetano e Bethânia Ao Vivo, um registro da turnê de 2024.  Ambos não estiveram na cerimônia em Los Angeles.  **Leia a reportagem sobre outros momentos importantes da premiação de domingo (1/2) 👉****https://bbc.in/4aalzXI**",FLAGGED,https://t.me/bbcbrasil/4727,,2560,8,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=36, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=8, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=7, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=3, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9600110>, <telethon.tl.types.MessageEntityItalic object at 0x000001DAE9602450>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9603950>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9601A50>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9603790>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9602150>]",FALSE,TRUE,TRUE,,2026-02-02T14:12:00Z,
